"ID","Operator","Short name","Contact email for complaints (this is the most important data to collect!)","Status","Company Number","Company's Registered Postal Address","Notes/Observations of Interest","URL","Number of Routes we think this operator runs (for sorting)","Non-functional URL - has list of routes"
3605,"The Coachmasters","The Coachmasters",,,,,,,3,"http://transport.mysociety.org/operators/3605"
3765,"The Green Transport Comp","The Green Transport Comp","hello@thegreenbus.co.uk",,,,,,26,"http://transport.mysociety.org/operators/3765"
2252,"The Harrier","The Harrier",,,,,,,1,"http://transport.mysociety.org/operators/2252"
3780,"The Kings Ferry","The Kings Ferry",,,,,,,12,"http://transport.mysociety.org/operators/3780"
1973,"The Merlin Venture Ltd","Valley Travel",,,,,,,1,"http://transport.mysociety.org/operators/1973"
2811,"THE SEEND SHUTTLE","THE SEEND SHUTTLE",,,,,,,3,"http://transport.mysociety.org/operators/2811"
3457,"The Travellers Choice","The Travellers Choice",,,,,,,20,"http://transport.mysociety.org/operators/3457"
3527,"the travellink.co.uk (operated by Kings Ferry)","the travellink.co.uk (op",,,,,,,2,"http://transport.mysociety.org/operators/3527"
2684,"Thomas Coaches of Porth","Thomas Coaches of Porth",,,,,,,2,"http://transport.mysociety.org/operators/2684"
3731,"Thornes Independent Ltd","Thornes Independent Ltd",,,,,,,7,"http://transport.mysociety.org/operators/3731"
3712,"Thurmaston Bus","Thurmaston Bus",,,6924551,"10a Pinfold Road, Leicester, LE4 8BF",,,5,"http://transport.mysociety.org/operators/3712"
3877,"Tiger Line","Tiger Line",,,,,,,1,"http://transport.mysociety.org/operators/3877"
1832,"Tighnabruaich Service St","Tighnabruaich Service St",,,,,,,2,"http://transport.mysociety.org/operators/1832"
2279,"Timsgarry Filling Statio","Timsgarry Filling Statio",,,,,,,1,"http://transport.mysociety.org/operators/2279"
2102,"TM Travel","TM Travel","info@tmtravel.co.uk",,5028805,"T M Travel Ltd
Station Road
Halfway
SHEFFIELD
S20 3GW ",,,104,"http://transport.mysociety.org/operators/2102"
1775,"TM TRAVEL","TM Travel",,,,,,,1,"http://transport.mysociety.org/operators/1775"
1876,"TORPOINT FERRY","TAMAR BRIDGE & TORPOINT",,,,,,,1,"http://transport.mysociety.org/operators/1876"
3600,"Tourmaster","Tourmaster",,,,,,,5,"http://transport.mysociety.org/operators/3600"
2017,"Tourmaster Coaches","Tourmaster Coaches",,,,,,,1,"http://transport.mysociety.org/operators/2017"
3294,"Town & District Travel","Town & District Travel",,,,,,,3,"http://transport.mysociety.org/operators/3294"
3892,"Townlynx","Townlynx",,,,,,,9,"http://transport.mysociety.org/operators/3892"
3660,"Townlynx","Townlynx",,,,,,,3,"http://transport.mysociety.org/operators/3660"
1827,"Tramlink","TRAM",,,,,,,4,"http://transport.mysociety.org/operators/1827"
2455,"Transdev York","Transdev York",,,4412164,,,,13,"http://transport.mysociety.org/operators/2455"
,"Translink","Translink","feedback@translink.co.uk",,,,"Northern Ireland monopoly on bus and rail",,,
3177,"Transporter Bridge","Transporter Bridge",,,,,,,1,"http://transport.mysociety.org/operators/3177"
3337,"Travel Direct","Travel Direct",,,,,,,1,"http://transport.mysociety.org/operators/3337"
2521,"Travel Dundee","Travel Dundee",,,"SC098156",,"Part of National Express Group",,53,"http://transport.mysociety.org/operators/2521"
2653,"Travel Express Ltd","Travel Express Ltd",,,,,,,4,"http://transport.mysociety.org/operators/2653"
2139,"Travel Final Ltd.","Travel Final Ltd.",,,,,,,4,"http://transport.mysociety.org/operators/2139"
1927,"Travel For All Ltd","Travel For All Ltd",,,4465172,"19 Cardigan Avenue, Clitheroe, Lancs, BB7 2DY","Probably no email.",,5,"http://transport.mysociety.org/operators/1927"
2555,"Travel London","TRL",,,,,,,35,"http://transport.mysociety.org/operators/2555"
3030,"Travel London","Travel London",,,,,,,1,"http://transport.mysociety.org/operators/3030"
2058,"Travel Midland Metro","Travel Midland Metro",,,,,,,1,"http://transport.mysociety.org/operators/2058"
3455,"Travel Royall","Travel Royall",,,,,,,10,"http://transport.mysociety.org/operators/3455"
2386,"Travel Surrey","Travel Surrey","customer.care@abellio.co.uk",,,,,,31,"http://transport.mysociety.org/operators/2386"
3549,"Travel With Hunny","Travel With Hunny",,,,,,,4,"http://transport.mysociety.org/operators/3549"
,"Travelguest","Travelguest",,,,,"Not listed at Comp House? Based at 63 Pine Vale Crescent Bournemouth BH10 6BG",,,
3406,"Travelsure","Travelsure",,,,,,,16,"http://transport.mysociety.org/operators/3406"
1918,"Trent Barton","Trent Barton","enquiries@trentbarton.co.uk",,"131912 / 2347412","Trent Barton
Mansfield Road,
Heanor,
Derbyshire DE75 7BG",,,78,"http://transport.mysociety.org/operators/1918"
2564,"Trent Buses","Trent Buses",,,,,,,5,"http://transport.mysociety.org/operators/2564"
2635,"Trent Buses","Trent Buses",,,,,,,1,"http://transport.mysociety.org/operators/2635"
3442,"Trustybus (operated by Centrebus)","Trustybus (operated by C",,,,,,,14,"http://transport.mysociety.org/operators/3442"
3540,"Turbostyle Coaches","Turbostyle Coaches",,,,,,,1,"http://transport.mysociety.org/operators/3540"
3450,"Turners","Turners",,,,,,,1,"http://transport.mysociety.org/operators/3450"
2992,"Turners Countryside Bus Svc","Turners Countryside Bus",,,,,,,2,"http://transport.mysociety.org/operators/2992"
1790,"Turners of Essex","Turners of Essex",,,,,,,1,"http://transport.mysociety.org/operators/1790"
2322,"Tydd Travel","Tydd Travel",,,,,,,1,"http://transport.mysociety.org/operators/2322"
3324,"Tyne Valley Coaches","Tyne Valley Coaches",,,,,,,10,"http://transport.mysociety.org/operators/3324"
2340,"Tynedale Group Travel","Tynedale Group Travel",,,,,,,3,"http://transport.mysociety.org/operators/2340"
2398,"Tyrer Tours","Tyrer Tours",,,,,,,4,"http://transport.mysociety.org/operators/2398"
1917,"Tyrer Tours Ltd","Tyrer's Tours",,,1458953,,,,30,"http://transport.mysociety.org/operators/1917"
2395,"Tyson","Tyson",,,,,,,1,"http://transport.mysociety.org/operators/2395"
3626,"Ullswater Steamers","Ullswater Steamers",,,,,,,1,"http://transport.mysociety.org/operators/3626"
3736,"Unidentified operator","Unidentified operator",,,,,,,3,"http://transport.mysociety.org/operators/3736"
3822,"Union Cars","Union Cars",,,,,,,3,"http://transport.mysociety.org/operators/3822"
2325,"United Minibuses","United Minibuses",,,,,,,1,"http://transport.mysociety.org/operators/2325"
2774,"Unknown","Unknown",,,,,,,1,"http://transport.mysociety.org/operators/2774"
3461,"Uno","Uno",,,,,,,55,"http://transport.mysociety.org/operators/3461"
3776,"URCHFONT COMMUNITY BUS","URCHFONT COMMUNITY BUS",,,,,,,4,"http://transport.mysociety.org/operators/3776"
3657,"Utopia Mini Coaches","Utopia Mini Coaches",,,,,,,1,"http://transport.mysociety.org/operators/3657"
3425,"VALE COACHES","VALE COACHES",,,,,,,1,"http://transport.mysociety.org/operators/3425"
2215,"Vale of Llangollen","Vale of Llangollen",,,,,,,1,"http://transport.mysociety.org/operators/2215"
2642,"Vale of Llangollen Trave","Vale of Llangollen Trave",,,,,,,1,"http://transport.mysociety.org/operators/2642"
2817,"Venturer Coachways","Venturer Coachways",,,,,,,1,"http://transport.mysociety.org/operators/2817"
3430,"Veolia (Paul James)","Veolia (Paul James)",,,,,,,18,"http://transport.mysociety.org/operators/3430"
2243,"Veolia Transport Cymru","Veolia Transport Cymru","yourview.cymru@veolia-transport.co.uk",,472634,,,,121,"http://transport.mysociety.org/operators/2243"
3433,"VERWOOD BUS","VERWOOD BUS",,,,,,,1,"http://transport.mysociety.org/operators/3433"
,"Verwood Bus","Verwood Bus","enquiries@verwoodbus.co.uk",,,,"Not listed at CH. address is 41 Meadow Way, Verwood, BH31 6EP.",,,
3650,"Via Travel Ltd","Via Travel Ltd",,,,,,,3,"http://transport.mysociety.org/operators/3650"
3568,"VIA Travel Ltd","VIA Travel Ltd",,,,,,,1,"http://transport.mysociety.org/operators/3568"
3464,"Viceroy Coaches of Essex","Viceroy Coaches of Essex",,,,,,,6,"http://transport.mysociety.org/operators/3464"
3621,"Villager Community Bus (Beds & Bucks)","VIL",,,,,,,1,"http://transport.mysociety.org/operators/3621"
2291,"Villager Minibus Service","Villager Minibus Service",,,,,,,2,"http://transport.mysociety.org/operators/2291"
3808,"Vintage Omnibus Services","Vintage Omnibus Services",,,,,,,1,"http://transport.mysociety.org/operators/3808"
3504,"Virgin Trains","Virgin Trains",,,,,,,9,"http://transport.mysociety.org/operators/3504"
2382,"Voel Coaches","Voel Coaches",,,,,,,3,"http://transport.mysociety.org/operators/2382"
2003,"Voluntary Action Trainin","Voluntary Action Trainin",,,,,,,2,"http://transport.mysociety.org/operators/2003"
2199,"W & H Commercials","W & H Commercials",,,,,,,2,"http://transport.mysociety.org/operators/2199"
,"W & M Travel","W & M",,,,,,,1,
3345,"W Brownrigg","W Brownrigg",,,,,,,3,"http://transport.mysociety.org/operators/3345"
2662,"W GORDON & SONS","Gordons Coaches",,,,,,,1,"http://transport.mysociety.org/operators/2662"
2960,"W Hendry","W Hendry",,,,,,,2,"http://transport.mysociety.org/operators/2960"
2633,"W RIDLER & SONS","W RIDLER & SONS",,,,,,,3,"http://transport.mysociety.org/operators/2633"
2273,"W W Smith Central Coache","W W Smith Central Coache",,,,,,,3,"http://transport.mysociety.org/operators/2273"
1814,"Walters Limousines","Walters Limousines",,,,,,,6,"http://transport.mysociety.org/operators/1814"
2457,"Walton Swift Taxis","Walton Swift Taxis",,,5991615,,"company dissolved",,13,"http://transport.mysociety.org/operators/2457"
3226,"Waltons Coach Hire Ltd","Waltons Coach Hire",,,,,,,4,"http://transport.mysociety.org/operators/3226"
2159,"Wardle Transport","Wardle Transport",,,5191130,,,,12,"http://transport.mysociety.org/operators/2159"
2628,"WARR BORO","Warrington Borough Trans","mail@warringtonboroughtransport.co.uk",,,,,,3,"http://transport.mysociety.org/operators/2628"
2625,"Warrington Borough Trans","Warrington Borough Trans","feedback@wbtltd.co.uk",,,,,,49,"http://transport.mysociety.org/operators/2625"
3269,"WARRINGTON BOROUGH TRANSPORT","Warrington Borough Trans","feedback@wbtltd.co.uk",,1990371,"Warrington Borough Transport Limited Depot, Wilderspool Causeway, Warrington, Cheshire WA4 6PT",,,5,"http://transport.mysociety.org/operators/3269"
2284,"Warrington Borough Transport","Warrington Borough Trans","mail@warringtonboroughtransport.co.uk",,,,,,3,"http://transport.mysociety.org/operators/2284"
2278,"Warrington Coachway's Ltd","Warrington Coachway's",,,,,,,2,"http://transport.mysociety.org/operators/2278"
3289,"WARRINGTON COACHWAYS LTD","Warrington Coachways",,,,,,,1,"http://transport.mysociety.org/operators/3289"
3945,"Warrington's Coaches","Warrington's Coaches",,,,,,,1,"http://transport.mysociety.org/operators/3945"
2470,"Watermill Coaches","Watermill Coaches",,,,,,,3,"http://transport.mysociety.org/operators/2470"
2011,"Watlington Community Interest Company","Watlington Community Int",,,,,,,1,"http://transport.mysociety.org/operators/2011"
2469,"Waveney Community Bus","Waveney Community Bus",,,,,,,7,"http://transport.mysociety.org/operators/2469"
3195,"Waverley Travel","Waverley Travel",,,,,,,2,"http://transport.mysociety.org/operators/3195"
3079,"Webbers","WEBBERBUS",,,,,,,12,"http://transport.mysociety.org/operators/3079"
2509,"West Coast Motors","West Coast Motors","mail@glasgowcitybus.co.uk",,6818216,,,"http://www.westcoastmotors.co.uk/contactus.aspx",41,"http://transport.mysociety.org/operators/2509"
3299,"West Midlands Travel","Travel Coventry",,,,,,,48,"http://transport.mysociety.org/operators/3299"
1833,"Westerbus","Westerbus",,,,,,,6,"http://transport.mysociety.org/operators/1833"
3642,"Western Ferries (Clyde)","Western Ferries (Clyde)",,,,,,,1,"http://transport.mysociety.org/operators/3642"
3103,"WESTERN GREYHOUND","WESTERN GREYHOUND","enquiries@westerngreyhound.com",,3388055,,,,39,"http://transport.mysociety.org/operators/3103"
3158,"WESTWARD TRAVEL","WESTWARD TRAVEL",,,,,"also known as Simmonds, of Kingswood, Gloucestershire.",,8,"http://transport.mysociety.org/operators/3158"
2567,"Wheelchair Access Vehicl","Wheelchair Access Vehicl",,,,,,,3,"http://transport.mysociety.org/operators/2567"
3141,"Whippet Coaches","Whippet Coaches",,,520428,,,,22,"http://transport.mysociety.org/operators/3141"
2793,"White Bus Services","White Bus Services",,,,,,,4,"http://transport.mysociety.org/operators/2793"
3014,"White Heather Tours","White Heather Tours",,,,,,,1,"http://transport.mysociety.org/operators/3014"
3050,"WHITE HORSE FERRIES LTD","WHITE HORSE FERRIES LTD",,,,,,,1,"http://transport.mysociety.org/operators/3050"
2417,"Whites Coaches","Whites Coaches",,,6218278,,,,18,"http://transport.mysociety.org/operators/2417"
2297,"Whittle Bus","Whittle Bus",,,,,,,3,"http://transport.mysociety.org/operators/2297"
3264,"WIGAN BUSES LIMITED","Wigan Buses Ltd",,,,,,,6,"http://transport.mysociety.org/operators/3264"
3223,"Wigan Buses Ltd","Wigan Buses Ltd",,,,,,,2,"http://transport.mysociety.org/operators/3223"
1829,"Wightbus","Wightbus",,,,,,,18,"http://transport.mysociety.org/operators/1829"
1826,"Wightlink","Wightlink",,,1059267,"Wightlink Limited, Gunwharf Road, Portsmouth, PO1 2LA","same as Wightlink Ferries: 3121",,3,"http://transport.mysociety.org/operators/1826"
3121,"WightLink Ferries","WightLink Ferries",,,1059267,"Wightlink Limited, Gunwharf Road, Portsmouth, PO1 2LA","Same as Wightlink: 1826",,1,"http://transport.mysociety.org/operators/3121"
2902,"Wilbys Coaches","Wilbys Coaches",,,,,,,1,"http://transport.mysociety.org/operators/2902"
2894,"Williams","Williams","enquiries@williams-travel.co.uk",,,,,"http://williams-travel.co.uk/",2,"http://transport.mysociety.org/operators/2894"
2324,"Williams of Porthmadog","Williams of Porthmadog",,,,,,,8,"http://transport.mysociety.org/operators/2324"
3928,"Wilson's of Rhu","Wilson's of Rhu",,,,,,,3,"http://transport.mysociety.org/operators/3928"
2177,"Wiltax","Wiltax",,,,,,,3,"http://transport.mysociety.org/operators/2177"
3088,"WILTS & DORSET","WILTS & DORSET","enquiries@wdbus.co.uk",,1671355,"THIRD FLOOR
41-51 GREY STREET
NEWCASTLE UPON TYNE
NE1 6EE
",,,197,"http://transport.mysociety.org/operators/3088"
2436,"Wilts & Dorset Bus Company","Wilts & Dorset Bus Compa",,,1671355,"WILTS AND DORSET BUS COMPANY LIMITED THIRD FLOOR 41-51 GREY STREET NEWCASTLE UPON TYNE NE1 6EE",,,5,"http://transport.mysociety.org/operators/2436"
3758,"Windermere Lake Cruises","Windermere Lake Cruises",,,,,,,1,"http://transport.mysociety.org/operators/3758"
2441,"Winslow & District Community Bus","Winslow & District Commu","wdcbenquiries@btconnect.com",,,"Winslow Youth Centre, Avenue Road, Winslow, Buckingham MK18 3DJ",,,5,"http://transport.mysociety.org/operators/2441"
3589,"Wishart","Wishart",,,,,"see http://www.traveldundee.co.uk/about/gnwishart.asp",,15,"http://transport.mysociety.org/operators/3589"
3507,"WMV Motor Hirer","WMV Motor Hirer",,,,,,,6,"http://transport.mysociety.org/operators/3507"
2765,"Woof's of Sedbergh","Woof's of Sedbergh",,,,,,,3,"http://transport.mysociety.org/operators/2765"
2527,"Worcs Council Fleet Serv","Worcs Council Fleet Serv",,,,,,,6,"http://transport.mysociety.org/operators/2527"
1926,"Worthen","Worthen",,,,,,,4,"http://transport.mysociety.org/operators/1926"
2461,"Worths Motor Services","Worths Motor Services",,,,,,,2,"http://transport.mysociety.org/operators/2461"
2995,"Wrekin Rider","Telford & Wrekin Council",,,,,,,7,"http://transport.mysociety.org/operators/2995"
3156,"Wrexham + Shropshire","Wrexham + Shropshire","info@wrexhamandshropshire.co.uk",,,,,,1,"http://transport.mysociety.org/operators/3156"
3352,"Wright Brothers","Wright Brothers",,,,,,,1,"http://transport.mysociety.org/operators/3352"
3481,"Yarranton Bros.","Yarranton Brothers, Tenb",,,,,,,6,"http://transport.mysociety.org/operators/3481"
2465,"Yateley Taxis","Yateley Taxis",,,,,,,1,"http://transport.mysociety.org/operators/2465"
3244,"Yellow Rose Coaches","Yellow Rose Coaches",,,,,,,1,"http://transport.mysociety.org/operators/3244"
3602,"Yeomans Canyon","Yeomans Canyon",,,,,,,2,"http://transport.mysociety.org/operators/3602"
1972,"Yeomans Canyon Travel","Yeomans Canyon Travel, H","sales@yeomanstravel.co.uk",,2225073,"The Travel Centre, Old School Lane, Hereford HR1 1EX","Sister company of Lugg Valley Transport.",,26,"http://transport.mysociety.org/operators/1972"
2448,"YEOS CONTRACTS","YEOS CONTRACTS",,,,,,,1,"http://transport.mysociety.org/operators/2448"
2672,"Yorkshire Coastliner","Yorkshire Coastliner",,,,,,,4,"http://transport.mysociety.org/operators/2672"
2063,"Z & S International","Z & S International",,,,,,,16,"http://transport.mysociety.org/operators/2063"
,,"Bugler Coaches Ltd","info@buglercoaches.co.uk",,4907826,"29 Victoria Buildings, Bath, BA2 3EH",,,1,
